GeneSymbol,Exp017028_T_Py,Exp017022_T_An,Exp025215_T_An,Exp025241_T_An,Exp025255_T_An,Exp008534_T_An,Exp016992_T_AI,Exp017032_T_AI,Exp017036_T_AI,Exp016986_T_GC,Exp017006_T_GC,Exp025221_T_GC,Exp025227_T_GC,Exp025253_T_GC,Exp025447_T_GC,Exp008579_T_GC,Exp016996_T_LC,Exp017038_T_LC,Exp025243_T_Fu,Exp008546_T_Fu,Exp008577_T_Fu,Exp016998_T_Ca,Exp017000_T_Ca,Exp025211_T_Ca,Exp025245_T_Ca,Exp025249_T_Ca,Exp025449_T_Ca,Exp025451_T_Ca,Exp008536_T_Ca,Exp017029_P_Py,Exp017023_P_An,Exp025216_P_An,Exp025242_P_An,Exp025256_P_An,Exp008535_P_An,Exp016993_P_AI,Exp017033_P_AI,Exp017037_P_AI,Exp016987_P_GC,Exp017007_P_GC,Exp025222_P_GC,Exp025228_P_GC,Exp025254_P_GC,Exp025448_P_GC,Exp008580_P_GC,Exp016997_P_LC,Exp017039_P_LC,Exp025244_P_Fu,Exp008547_P_Fu,Exp008578_P_Fu,Exp016999_P_Ca,Exp017001_P_Ca,Exp025212_P_Ca,Exp025246_P_Ca,Exp025250_P_Ca,Exp025450_P_Ca,Exp025452_P_Ca,Exp008537_P_Ca
ACY1,0.841,0.0,1.916,1.4269999999999998,0.9490000000000001,1.7619999999999998,1.712,0.539,0.565,0.6629999999999999,0.122,0.43200000000000005,0.6679999999999999,0.0,0.0,0.28,1.176,0.402,0.47700000000000004,1.385,0.551,0.41,2.6910000000000003,0.0,12.555,0.087,0.35700000000000004,0.018000000000000002,0.162,1.196,22.374000000000002,2.165,1.8419999999999999,0.371,0.281,5.249,0.575,1.8319999999999999,1.3619999999999999,0.821,0.456,0.5579999999999999,0.366,0.5920000000000001,1.574,1.228,1.3619999999999999,0.687,0.718,1.189,0.789,1.7830000000000001,0.073,5.422999999999999,0.442,0.0,0.23800000000000002,0.574
ACYP1,0.585,0.0,1.005,0.0,0.0,0.0,0.0,0.395,0.33,0.0,0.27699999999999997,0.0,0.867,0.593,0.0,0.048,0.0,0.301,0.74,0.445,0.08199999999999999,1.8459999999999999,0.22899999999999998,0.8390000000000001,0.0,0.07400000000000001,0.0,0.067,0.32,4.421,0.0,0.0,0.0,0.805,0.0,0.0,0.33799999999999997,0.391,0.336,0.0,0.0,0.38,0.0,0.0,0.49700000000000005,0.159,0.0,0.185,0.371,0.0,0.46,0.927,0.13699999999999998,0.0,0.0,0.0,0.29600000000000004,1.011
ACYP2,0.0,0.0,0.0,0.0,0.0,0.183,0.0,0.0,0.0,0.0,0.0,0.0,0.37799999999999995,0.0,0.0,0.0,0.0,0.0,0.0,1.074,0.524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.321,0.0,0.0,0.867,0.0,0.0,0.0,0.0,0.0,0.429,0.41700000000000004,0.0,0.27,0.301,0.507,1.271,0.256,0.122,0.0,0.0,0.0,0.0,0.0,0.228
ADA,0.185,0.068,0.494,0.0,0.415,2.372,1.6019999999999999,2.48,0.11199999999999999,1.075,0.077,0.155,4.578,2.9960000000000004,0.0,0.35600000000000004,0.7170000000000001,3.33,0.255,0.955,0.419,0.55,4.321000000000001,0.39899999999999997,10.744000000000002,0.09,1.702,0.086,0.24100000000000002,2.661,8.88,5.602,0.8190000000000001,0.6990000000000001,10.999,0.418,2.95,0.727,0.41700000000000004,3.9739999999999998,0.261,0.32799999999999996,9.058,8.402000000000001,0.368,6.6610000000000005,5.156000000000001,7.882000000000001,2.4019999999999997,9.452,2.164,2.7060000000000004,1.04,0.638,1.6669999999999998,3.13,0.053,8.982000000000001
ADAM8,0.0,0.0,0.0,0.0,0.369,0.0,0.0,0.0,0.0,0.0,0.011000000000000001,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM10,0.47,0.091,1.676,0.34299999999999997,5.018,0.715,0.091,0.89,0.696,0.318,0.33299999999999996,1.226,1.3880000000000001,0.69,0.044000000000000004,0.28600000000000003,0.38299999999999995,1.215,0.8270000000000001,0.588,0.24100000000000002,0.23600000000000002,0.71,0.688,0.163,0.313,0.86,0.027999999999999997,0.096,0.6940000000000001,0.131,1.412,0.8759999999999999,0.9890000000000001,0.309,0.147,1.156,0.938,0.183,0.987,2.635,1.311,3.806,0.598,1.0070000000000001,0.5660000000000001,1.301,0.958,0.546,0.37799999999999995,0.268,0.23600000000000002,1.052,0.679,1.591,1.62,0.043,0.22899999999999998
ADAR,1.022,0.312,1.839,0.795,1.014,0.9309999999999999,0.847,1.07,1.062,0.9520000000000001,0.29,1.501,1.122,2.778,0.018000000000000002,0.228,0.55,0.163,0.489,0.818,1.113,1.053,0.526,1.8359999999999999,1.187,1.217,1.163,0.12300000000000001,0.493,0.718,0.871,0.597,0.28800000000000003,3.35,0.6459999999999999,0.769,0.755,0.726,0.5720000000000001,0.929,1.337,0.5539999999999999,0.541,0.777,0.66,0.49,0.28600000000000003,0.18,0.308,0.907,0.532,0.254,1.405,0.6829999999999999,0.503,0.157,0.235,1.172
ADCY6,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADCY9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADD1,1.453,0.534,3.045,1.4880000000000002,2.396,4.58,2.0,1.3980000000000001,1.327,0.9490000000000001,0.7,1.798,3.319,2.519,0.18,3.5989999999999998,2.249,1.996,1.59,3.928,1.605,5.315,1.473,1.847,2.93,1.4169999999999998,0.397,0.583,2.026,1.932,4.673,3.0060000000000002,2.438,5.907,3.8489999999999998,2.533,2.728,2.443,1.431,3.8339999999999996,3.695,3.7910000000000004,2.597,1.149,3.617,1.258,1.819,1.431,2.431,2.5780000000000003,1.399,0.495,5.099,3.114,2.209,0.0,0.373,3.428
ADD2,0.0,0.12300000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14400000000000002,0.0,0.05,0.0,0.231,0.107,0.0,0.025,0.0,0.0,0.0,0.345,0.0,0.0,0.0,0.16,0.0,0.15,0.34700000000000003,0.0,0.0,0.037000000000000005,0.0,0.146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182,0.0,0.0,0.21100000000000002,0.0,0.0,0.0,0.047,0.0
ADD3,1.266,0.816,8.712,1.979,5.707999999999999,2.339,2.7430000000000003,1.965,0.76,0.64,1.544,2.947,2.469,6.83,0.036000000000000004,0.444,2.633,1.8969999999999998,1.248,1.354,0.534,2.319,1.614,3.3739999999999997,4.452,1.665,0.423,0.064,0.68,2.559,1.745,5.412000000000001,2.407,6.36,1.925,3.3989999999999996,2.407,3.253,2.125,2.135,3.9360000000000004,1.7469999999999999,5.67,2.582,2.025,5.126,2.718,1.89,1.3459999999999999,1.72,0.976,0.374,6.662999999999999,3.7239999999999998,2.909,0.040999999999999995,0.10300000000000001,1.704
PLIN2,0.0,0.166,0.225,0.098,1.3219999999999998,0.0,0.0,0.371,0.07400000000000001,0.0,0.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44299999999999995,0.0,0.0,0.0,0.213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0
ADH1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADH1B,31.109,0.0,1.3940000000000001,17.259,0.0,61.211000000000006,21.891,16.534000000000002,14.645,5.452000000000001,5.978,0.0,35.22,3.886,0.0,5.47,35.336,21.484,11.789000000000001,5.529,2.862,0.256,16.442,1.157,31.101,0.7140000000000001,8.205,1.112,1.24,70.712,43.623999999999995,46.907,27.753,25.499000000000002,22.342,21.089000000000002,45.566,36.144,42.016999999999996,46.545,19.922,52.06100000000001,62.958999999999996,20.916999999999998,75.377,18.869,27.061999999999998,16.718,13.705,13.165,12.78,6.82,45.367,52.93,46.896,1.365,0.302,17.378
ADH1C,44.693000000000005,1.345,0.187,27.143,0.0,235.641,23.866,33.376,22.75,20.012999999999998,5.765,13.686,54.976000000000006,3.675,0.0,9.629,91.834,34.836999999999996,9.416,9.131,3.877,0.0,26.961,0.978,46.17,0.389,10.843,0.0,2.404,114.818,84.035,80.065,53.328,36.058,41.268,35.56,72.523,37.61,98.834,75.436,32.205,61.825,120.698,17.995,122.87,53.575,52.013999999999996,21.676,17.16,12.863,5.462999999999999,11.468,64.794,75.426,74.945,3.79,0.0,13.363
ADH4,0.026000000000000002,0.0,0.0,0.0,0.0,0.191,0.0,0.0,0.0,0.0,0.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41200000000000003,0.049,13.189,0.0,0.0,0.0,0.0,0.9059999999999999,18.415,0.5589999999999999,0.0,0.0,0.0,1.5930000000000002,0.0,0.26899999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.600999999999999,0.0,0.0,0.0,0.0
ADH5,4.538,0.895,5.917000000000001,6.511,4.584,5.585,8.838,4.939,4.785,9.758,2.763,3.88,5.257999999999999,15.597999999999999,0.27399999999999997,10.798,3.895,3.904,7.255,7.017,5.777,13.253,9.616,15.003,6.695,6.027,3.6519999999999997,0.858,3.375,5.278,5.893,9.777000000000001,9.266,16.048,6.4270000000000005,10.905,10.494000000000002,9.619,10.86,6.1129999999999995,4.468,6.029,16.769000000000002,16.219,13.38,4.527,7.695,7.057,11.270999999999999,8.647,20.781999999999996,8.721,11.567,14.782,7.152,2.3040000000000003,3.963,9.121
ADH6,0.0,0.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.114,0.0,0.0,0.18,2.1719999999999997,0.813,0.0,0.0,0.0,0.0,0.0,1.063,0.264,0.0,0.0,0.0,0.557,0.0,0.257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.682,0.0,0.0,0.0,0.0
ADH7,0.0,0.0,0.0,0.7509999999999999,0.0,0.14400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.35700000000000004,0.0,0.0,1.56,0.046,0.45299999999999996,3.775,0.0,0.22699999999999998,0.64,0.807,0.0,0.0,0.0,2.217,5.004,0.0,0.0,0.0,1.2670000000000001,1.351,0.0,0.036000000000000004,0.0,0.0,0.0,0.08,0.745,0.0,0.0,4.635,0.0,0.35,2.679,0.508,0.516,0.836,0.0,0.0,0.084,0.5489999999999999,0.0,1.27,0.563,20.362000000000002,0.0
ADK,2.412,0.11599999999999999,2.301,0.7120000000000001,0.5,2.7119999999999997,1.3980000000000001,3.333,3.217,0.628,0.441,4.574,1.0290000000000001,1.9280000000000002,0.113,0.358,0.777,0.718,2.11,1.946,1.68,1.565,1.429,7.01,0.593,0.467,0.625,0.895,0.331,2.195,0.623,1.028,2.316,2.157,1.328,1.102,0.7959999999999999,1.996,0.469,1.649,1.771,2.013,2.081,1.93,1.213,1.222,1.5490000000000002,1.063,1.496,2.772,3.181,3.5589999999999997,3.0389999999999997,3.4730000000000003,1.139,0.495,3.0839999999999996,1.389
ADM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.446,0.0
ADPRH,0.0,0.0,0.075,0.0,0.034,0.071,0.337,0.0,0.0,0.0,0.0,0.0,0.0,0.026000000000000002,0.0,0.048,0.0,0.0,0.0,0.0,0.102,0.268,0.0,0.33799999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083,0.0,0.0,0.084,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.127,0.207,0.0,0.20600000000000002,0.0,0.0,0.0,0.0,0.183
PARP1,5.156000000000001,1.5090000000000001,6.257000000000001,1.568,9.158,2.911,6.721,3.173,6.556,4.7860000000000005,1.7080000000000002,6.149,3.6710000000000003,11.717,0.091,1.161,1.679,2.056,4.482,3.972,3.799,3.214,4.425,10.225,2.697,2.964,1.8619999999999999,0.777,1.973,5.553,3.9939999999999998,3.235,1.3130000000000002,9.347000000000001,6.047000000000001,5.819,5.537999999999999,6.675,5.836,3.6860000000000004,5.012,7.196000000000001,5.675,6.547999999999999,2.7880000000000003,2.78,3.6069999999999998,2.903,3.977,4.013,3.4960000000000004,4.868,10.557,3.109,4.617,0.151,1.9709999999999999,5.787000000000001
PARP4,0.6920000000000001,0.081,0.64,0.878,0.184,1.3659999999999999,0.813,2.113,0.732,0.6579999999999999,0.172,1.149,0.512,1.133,0.018000000000000002,0.7759999999999999,1.188,0.586,0.46799999999999997,0.515,0.309,0.20600000000000002,0.8420000000000001,0.524,1.68,0.519,0.048,0.106,0.465,1.122,1.112,1.851,0.47100000000000003,0.619,0.635,1.8219999999999998,0.62,0.836,0.465,0.387,0.564,0.6829999999999999,0.24,0.9129999999999999,0.369,1.321,0.387,0.125,0.249,0.715,0.252,0.222,0.51,1.1540000000000001,2.227,0.0,0.263,0.29
ADRBK1,6.47,0.017,0.512,0.08,0.37200000000000005,2.508,0.193,0.7659999999999999,0.605,0.077,0.046,0.418,0.027000000000000003,2.432,0.004,0.053,0.35,0.027000000000000003,0.018000000000000002,0.425,0.10099999999999999,0.08199999999999999,0.375,1.194,0.11199999999999999,0.16699999999999998,0.031,0.011000000000000001,0.022000000000000002,0.146,0.0,0.109,0.076,1.3769999999999998,0.295,4.151,0.294,3.234,0.105,0.0,0.40299999999999997,0.249,0.0,0.22,0.086,0.057,0.068,0.081,0.099,0.235,0.092,0.214,0.35600000000000004,0.10300000000000001,0.38299999999999995,0.0,0.061,0.141
ADRBK2,0.0,0.0,0.0,0.0,0.0,0.0,0.054000000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019
ADSL,0.938,0.545,0.674,0.619,0.6890000000000001,0.45399999999999996,2.055,0.622,0.825,1.618,0.248,0.491,0.562,0.45799999999999996,0.34,0.152,0.405,0.386,0.45299999999999996,0.851,0.642,1.2919999999999998,0.976,0.993,0.449,0.77,0.499,0.255,0.29600000000000004,0.58,0.55,0.5379999999999999,0.563,0.72,0.624,1.047,0.703,1.285,0.221,0.914,0.337,0.48200000000000004,1.357,1.444,0.359,0.544,0.493,0.415,0.441,0.826,0.65,2.26,0.526,0.604,1.7480000000000002,0.0,0.415,0.361
ADSS,1.4280000000000002,0.972,3.862,1.7180000000000002,4.573,4.659,2.682,2.545,1.7480000000000002,1.815,1.1540000000000001,3.662,1.5659999999999998,8.554,0.233,0.19,0.951,3.176,1.8119999999999998,3.549,2.6839999999999997,1.474,2.588,7.627000000000001,2.105,1.67,4.601,0.225,3.656,2.662,1.524,1.7630000000000001,1.624,4.091,5.035,0.9159999999999999,1.347,3.92,0.816,2.32,2.388,1.749,6.821000000000001,3.647,1.043,1.087,2.628,0.9640000000000001,2.3609999999999998,3.377,1.7280000000000002,3.333,2.458,1.3969999999999998,2.306,1.038,1.0590000000000002,3.95
AP2A1,1.989,0.865,3.642,1.919,2.228,1.431,2.8689999999999998,2.424,0.8740000000000001,1.926,1.4569999999999999,3.13,1.831,5.129,0.166,0.392,0.813,1.381,1.351,1.3869999999999998,1.431,1.421,1.5219999999999998,2.627,2.148,2.356,0.20800000000000002,0.5,0.272,2.273,1.642,1.715,1.56,2.441,1.922,2.673,1.865,2.4530000000000003,1.022,3.437,1.739,1.631,3.73,2.207,1.188,0.993,1.568,0.858,0.86,1.355,1.252,0.331,2.661,1.65,13.738,0.0,0.932,1.73
AP2A2,0.7859999999999999,0.38799999999999996,1.7930000000000001,0.6970000000000001,0.7390000000000001,0.97,2.138,1.3940000000000001,0.59,1.162,0.529,0.924,1.109,1.55,0.08800000000000001,0.374,0.95,0.373,0.635,0.537,0.691,0.581,0.779,1.88,1.367,1.598,0.040999999999999995,0.257,0.5329999999999999,1.569,1.484,1.078,1.226,1.5859999999999999,0.6829999999999999,1.242,1.3119999999999998,1.4369999999999998,0.63,3.409,1.172,1.242,2.6510000000000002,1.479,1.079,0.635,0.977,0.622,0.841,0.907,0.589,0.35,2.037,0.893,1.891,0.0,0.434,0.7929999999999999
AP1B1,2.523,0.736,5.562,2.767,4.958,6.272,4.655,3.384,3.196,3.025,1.084,4.989,4.494,4.999,0.19399999999999998,0.7040000000000001,2.551,5.45,2.5580000000000003,2.8539999999999996,2.238,1.3359999999999999,4.709,5.956,4.4319999999999995,3.076,0.5489999999999999,0.722,0.93,5.146,3.472,4.083,3.0589999999999997,4.768,5.903,4.629,3.53,4.611000000000001,6.268,4.676,6.3389999999999995,4.422,10.34,5.666,2.805,3.636,3.8489999999999998,3.9210000000000003,2.075,3.753,2.975,1.966,6.593,3.766,7.237,0.196,3.1839999999999997,4.207
AP2B1,2.5660000000000003,0.85,5.122000000000001,1.5330000000000001,3.592,4.5,4.302,2.864,3.47,3.1639999999999997,1.5419999999999998,5.399,3.3289999999999997,5.77,0.247,0.703,3.46,2.374,2.6660000000000004,3.427,2.38,2.926,2.946,5.452999999999999,4.288,3.031,0.336,0.285,1.188,3.988,3.233,2.9960000000000004,2.403,5.058,4.348,4.4430000000000005,3.09,5.02,2.2,3.3310000000000004,5.096,3.6310000000000002,6.599,4.893,2.875,5.722,5.819,2.947,1.79,3.04,2.537,3.139,4.577,3.347,5.436,0.062,0.727,3.2760000000000002
AP1G1,2.2230000000000003,0.18,1.6980000000000002,0.8640000000000001,0.677,2.3930000000000002,1.4469999999999998,1.8869999999999998,2.156,1.014,0.444,2.225,1.635,1.2919999999999998,0.134,0.36700000000000005,1.082,1.214,0.905,2.158,1.225,0.6709999999999999,0.8490000000000001,1.64,1.685,0.828,0.021,0.6579999999999999,0.583,1.764,1.3330000000000002,1.795,1.974,1.749,2.667,1.546,1.839,1.874,1.34,3.378,1.7169999999999999,2.062,2.6919999999999997,3.9360000000000004,1.557,2.191,2.289,6.935,1.335,1.849,0.784,1.045,1.5219999999999998,0.7929999999999999,2.8510000000000004,0.0,1.355,0.9209999999999999
AEBP1,0.295,0.445,1.044,0.992,0.47200000000000003,0.087,0.349,0.467,0.20600000000000002,0.087,0.047,0.574,1.181,0.753,0.005,0.10300000000000001,0.54,0.49200000000000005,0.184,0.16,0.085,0.381,0.019,0.977,0.053,0.7809999999999999,0.006,0.0,0.0,1.219,1.196,0.419,1.9140000000000001,0.7070000000000001,0.521,0.79,0.4,0.922,0.565,0.134,0.36700000000000005,1.094,1.224,0.0,0.292,0.5579999999999999,0.6,0.083,0.079,0.262,0.28600000000000003,0.0,0.249,0.187,0.12,0.0,0.002,0.126
AES,0.0,0.0,0.0,0.0,0.0,0.20199999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.20600000000000002,0.0,0.0,0.135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.315,0.0,0.0,0.0,0.0,0.0,0.0,0.222,0.377
AFM,0.499,0.175,0.252,1.199,0.618,0.264,0.423,0.7020000000000001,0.22,0.085,0.034,0.272,0.321,0.166,0.37200000000000005,0.39299999999999996,0.387,0.318,0.838,0.5,0.778,0.775,0.847,0.293,0.342,0.55,1.1540000000000001,0.078,0.872,0.723,0.919,0.259,0.569,0.368,0.127,0.10099999999999999,0.368,0.46,0.0,0.149,0.569,0.191,0.35,0.41600000000000004,0.43799999999999994,0.095,1.6469999999999998,0.174,0.634,0.515,0.29100000000000004,0.203,0.43,0.276,0.363,0.467,0.064,0.757
AFP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGA,0.941,0.0,1.86,0.0,0.465,0.40399999999999997,0.0,0.32799999999999996,0.263,0.0,0.799,0.141,0.5379999999999999,0.58,0.0,0.161,0.22399999999999998,0.284,1.376,0.0,0.0,0.155,0.0,1.374,0.0,0.171,0.183,0.059000000000000004,0.195,0.0,0.0,0.496,0.0,0.325,0.401,0.449,0.44,0.807,0.5710000000000001,0.466,0.826,0.738,2.182,0.091,0.72,0.264,0.47700000000000004,0.6759999999999999,0.465,0.0,0.282,0.0,0.0,0.0,1.443,0.182,0.14300000000000002,0.441
ACAN,0.0,0.0,0.642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32899999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGER,0.273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGL,0.424,0.106,0.265,0.564,0.428,0.597,0.26,0.267,0.4,0.107,0.046,0.32899999999999996,0.371,0.369,0.006999999999999999,0.204,0.415,0.282,0.285,0.45,0.166,0.171,0.565,0.46299999999999997,0.2,0.084,0.053,0.092,0.048,0.44799999999999995,0.785,0.6920000000000001,0.805,0.688,0.715,0.16399999999999998,0.39299999999999996,0.6990000000000001,0.08800000000000001,1.09,0.28,0.168,1.207,0.9520000000000001,0.631,0.495,0.813,0.505,0.373,0.41100000000000003,0.109,0.32,0.384,0.217,0.6829999999999999,0.0,0.152,0.32799999999999996
JAG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.0,0.0,0.004,0.009000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0
AGT,0.677,0.39899999999999997,0.79,1.07,0.5820000000000001,1.246,0.465,1.348,0.7090000000000001,0.353,0.316,0.991,0.523,1.4409999999999998,1.157,0.588,0.836,0.706,1.1,0.653,1.5959999999999999,5.8229999999999995,1.421,0.722,0.24100000000000002,1.3,1.749,0.752,1.19,0.8220000000000001,1.3530000000000002,0.242,0.941,1.395,0.605,4.896,0.7,1.16,0.142,0.37,1.7830000000000001,0.386,0.8,1.314,0.802,0.483,1.867,0.353,0.44799999999999995,0.588,3.9960000000000004,0.163,0.602,0.9470000000000001,2.0069999999999997,0.9079999999999999,0.45799999999999996,1.4
AGXT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AHCY,34.229,3.542,43.152,21.019000000000002,16.179000000000002,42.016999999999996,28.156999999999996,27.236,34.872,37.7,6.629,33.315,24.08,25.573,1.2819999999999998,17.188,18.174,13.702,13.437999999999999,44.101000000000006,55.318999999999996,45.358000000000004,30.820999999999998,32.959,19.748,12.56,4.1419999999999995,4.8260000000000005,22.203000000000003,19.445999999999998,15.380999999999998,22.008000000000003,16.413,22.704,20.961,26.746,15.963,28.916999999999998,20.258,27.750999999999998,36.61,22.39,47.003,30.717,23.636999999999997,22.771,51.942,13.731,17.82,26.12,25.615,30.201999999999998,19.88,22.051,23.171,0.258,13.179,16.774
AHR,0.0,0.0,0.373,0.0,0.0,0.046,0.059000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.04,0.015,0.0,0.0,0.038,0.0,0.11599999999999999,0.0,0.0,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018000000000000002,0.0,0.0,0.057,0.0,0.0,0.0,0.153,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
