geneSymbol,C3N.01799,C3N.01799.N,C3L.01890,C3L.01890.N,C3N.00572,C3N.00572.N,C3N.02423,C3N.02423.N,C3N.02729,C3N.02729.N,C3L.00263,C3L.00263.N,C3N.01410,C3N.01410.N,C3N.00578,C3N.00578.N,C3N.02587,C3N.02587.N,C3L.00893,C3L.00893.N,C3N.01488,C3N.01488.N,C3N.01413,C3N.01413.N,C3N.01030,C3N.01030.N,C3N.02588,C3N.02588.N,C3N.00552,C3N.00552.N,C3L.01889,C3L.01889.N,C3N.00169,C3N.00169.N,C3L.00422,C3L.00422.N,C3L.00083,C3L.00083.N,C3N.00551,C3N.00551.N,C3N.02089,C3N.02089.N,C3L.01682,C3L.01682.N,C3N.01016,C3N.01016.N,C3N.00580,C3N.00580.N,C3N.02000,C3N.02000.N,C3N.01489,C3N.01489.N,C3N.00737,C3N.00737.N,C3N.01405,C3N.01405.N,C3N.01416,C3N.01416.N,C3N.02149,C3N.02149.N,C3N.02424,C3N.02424.N,C3L.00279,C3L.00279.N,C3N.02379,C3L.00095,C3L.00095.N,C3N.02572,C3N.02572.N,C3N.00559,C3N.00559.N,C3L.02345,C3L.02345.N,C3L.00093,C3L.00093.N,C3L.00510,C3L.00510.N,C3L.00913,C3L.00913.N,C3L.00412,C3L.00412.N,C3N.01415,C3N.01415.N,C3N.00549,C3N.00549.N,C3N.02433,C3N.02433.N,C3N.01021,C3N.01021.N,C3N.00203,C3N.00203.N,C3L.01330,C3L.01330.N,C3N.00574,C3N.00574.N,C3N.01071,C3N.01071.N,C3N.00550,C3N.00550.N,C3N.00167,C3N.00167.N,C3L.00001,C3L.00001.N,C3L.01632,C3L.01632.N,C3N.02155,C3N.02155.N,C3N.00217,C3N.00217.N,C3N.02002,C3N.02002.N,C3N.02145,C3N.02145.N,C3N.02586,C3N.02586.N,C3L.02219,C3L.02219.N,C3N.00180,C3N.00180.N,C3N.00704,C3N.00704.N,C3N.02158,C3N.02158.N,C3N.02421,C3N.02421.N,C3N.00556,C3N.00556.N,C3N.01072,C3N.01072.N,C3L.00094,C3L.00094.N,C3L.00144,C3L.00144.N,C3N.00223,C3N.00223.N,C3N.02380,C3L.01924,C3L.01924.N,C3N.00433,C3N.00433.N,C3L.01683,C3L.01683.N,C3N.00293,C3N.00293.N,C3N.02380.N,C3L.00009,C3L.00009.N,C3N.00546,C3N.00546.N,C3N.01414,C3N.01414.N,C3N.02087,C3N.02087.N,C3L.00140,C3L.00140.N,C3N.02529,C3N.02529.N,C3L.00368,C3L.00368.N,C3N.02067,C3N.02067.N,C3L.00080,C3L.00080.N,C3N.00547,C3N.00547.N,C3N.01023,C3N.01023.N,C3N.01024,C3N.01024.N,C3L.00973,C3L.00973.N,C3L.02348,C3L.02348.N,C3L.02508,C3L.02508.N,C3N.00560,C3N.00560.N,C3L.00604,C3L.00604.N,C3N.00199,C3N.00199.N,C3N.00579,C3N.00579.N,C3N.02582,C3N.02582.N,C3L.02350,C3L.02350.N,C3N.00738,C3N.00738.N,C3N.00959,C3N.00959.N,C3N.02003,C3N.02003.N,C3N.02379.N,C3N.00175,C3N.00175.N,C3N.01823,C3N.01823.N,C3L.02549,C3L.02549.N,C3L.02365,C3L.02365.N
AARSD1,0.6445,0.3722,0.6117,0.2624,0.5834,-0.3305,1.1175,0.513,0.1233,-1.7502,0.1144,-0.7313,1.0234,-0.0596,-0.8772,-0.3909,0.3146,-0.1134,-0.6837,-0.0607,-0.6951,-0.047,2.0145,-0.2941,0.7426,-0.6853,0.4071,-0.7191,-0.2883,-0.2303,-0.7221,-0.0884,0.9461,-0.3714,0.4533,-0.3916,0.3777,0.0356,1.3428,-0.2076,0.6266,-0.0176,-0.1782,-0.1776,0.1468,-1.0599,0.4532,-0.4191,0.6038,-1.1192,1.2899,-0.9199,1.196,-0.9574,0.4459,-1.4611,-1.5687,0.0206,0.3670000000000001,-0.8652,0.5648,-1.3745,0.3183,-0.0442,0.1787,0.2532,0.0813,1.3292,-0.0947,-0.3745,-0.0898,1.3118,-0.3178,1.634,-0.7490000000000001,0.7089,-0.2684,-0.0448,0.1438,-0.0315,-0.4976,0.2759,-0.5134,0.809,-0.4553,0.4844,-0.3442,-0.8859,-0.6368,-0.2481,-0.6838,0.1187,-0.6953,0.443,-0.2507,1.4029,0.0941,0.1336,-0.5806,0.6134,-1.2099,0.1699,-0.6824,0.7681,-0.9572,1.1875,-1.1388,-0.077,-0.8073,0.795,-1.1235,0.3548,-0.815,0.3916,-0.4615,0.5218,-0.4321,-0.9972,-1.5095,0.1055,-1.4161,0.2478,-0.9335,1.8079,-1.1189,1.5945,-1.0537,-0.0666,-0.2758,0.8346,-0.2028,0.8131,-0.1123,-0.8375,-0.2744,-0.0282,0.2468,-1.3638,-0.7962,-0.9162,0.1362,-0.5632,-0.2189,0.3273,-1.3292,1.4588,-0.3127,0.6365,-1.0137,0.325,-0.0786,0.2566,-0.0509,1.5156,-0.2853,-0.5351,-0.6222,-0.205,-0.573,-0.6657,-0.9684,0.9284,-0.6946,-0.3175,-0.8145,-0.1177,-1.2216,0.3148,-1.0746,-0.7213,0.0256,-0.6048,-1.5513,0.9978,0.4372,1.8564,-0.0976,-0.9414,-0.1871,-1.2087,0.1357,-0.5476,-0.6278,0.0993,-0.2442,0.8957,-0.3965,-0.08199999999999999,-0.8965,0.8913,0.0097,1.2381,-0.885,-0.6001,-0.6799,-0.4778,1.7518,-0.443,-0.5323,-1.0087,0.3859,-0.5197
AASDHPPT,0.7148,-0.4698,-0.79,-0.9572,1.1115,-0.5337,1.054,-0.96,0.7433,-0.4074,-0.1692,-0.2167,0.9249,-0.409,-0.1167,-0.4433,1.7675,-0.4707,-0.3494,-1.4287,0.3958,-0.6403,0.6627,-0.6789,0.0726,-0.4119,0.975,-0.3585,1.0435,-0.5141,1.3909,-0.1813,0.5527,-0.0738,2.445,-0.3056,0.0594,-0.569,1.0292,-0.1738,1.3215,0.6238,-0.1586,-0.2602,-0.7806,0.1846,1.1765,0.1755,1.0606,0.1932,0.439,-0.0805,0.0776,-0.0655,0.062,-0.3796,0.0646,-0.5478,-1.0824,-0.6338,0.205,-0.5021,1.1078,-0.7087,0.3933,-0.2747,-0.0145,0.7487,0.1038,-0.5845,-0.421,-0.0984,-0.2171,0.1564,-0.527,1.0114,0.0774,-0.5870000000000001,-0.0626,0.4052,-0.0983,0.4314,-1.3923,0.5686,-1.0519,1.3603,-1.1815,-0.5107,-0.4511,1.2623,0.1616,-0.2761,-0.2731,0.3943,0.2667,0.2346,-0.6861,1.1795,-0.3552,0.9946,-0.3863,0.1604,-0.1338,-0.0529,-0.28600000000000003,-0.2057,-0.6482,-0.6231,-0.3978,1.6196,-0.331,1.724,-0.222,0.8657,-0.4065,-0.2398,0.0266,0.9264,-0.2229,0.2896,-0.331,0.3834,0.0154,-2.087,-0.6344,-0.622,-0.86,-0.0825,-0.2193,0.1917,-0.248,0.4583,-0.5468,-0.233,-0.1519,0.6965,0.8857,0.0917,0.0522,-0.0512,-0.1038,-0.3586,0.1442,0.1265,0.2179,-0.8877,-0.3047,1.3917,-0.1646,0.3587,-0.9007,0.3568,-0.4405,1.4399,-0.0923,-0.2474,-0.139,-0.6042,-0.5624,1.5624,-0.3188,-0.1043,-0.1628,-0.2145,-0.3125,0.3721,-0.1087,0.0741,-0.0988,-0.0473,0.0937,-0.2919,-0.2616,-0.3829,0.3,-0.0976,-0.1591,0.2114,-0.2055,-0.1164,-0.8441,-0.2647,-0.6437,-0.2825,-0.1964,0.2494,-0.3312,-0.369,-0.4153,-1.1364,-0.6115,3.7901,-0.732,-0.9278,-0.3977,-0.7527,1.2841,-0.8084,-0.1618,-0.7673,0.4454,-0.9584
AASS,0.197,-0.6795,-1.2271,0.3391,-1.6621,-0.9882,1.6377,-0.1783,0.8119,0.29,2.0061,0.3882,3.5810000000000004,1.7537,0.7422,-0.7021,0.8503,-0.7012,-1.9884,0.4286,0.2902,0.8347,1.8185,-0.6868,-1.8422,0.486,-1.747,0.1033,4.7666,0.7313,-0.2503,-1.5672,0.7061,1.4255,0.0645,-0.5222,-1.6149,-0.1001,1.1905,0.8811,-2.2176,-0.2945,0.7066,0.0929,1.1488,1.3692,-1.5053,0.4104,-2.902,-0.1007,-0.2499,-0.3234,-0.1268,1.6828,-0.2774,1.4381,-1.1564,-0.0446,1.0402,1.7091,-3.3095,0.0635,-1.2459,-0.14800000000000002,-2.8245,-2.7393,-0.2212,-1.8114,-1.9733,-0.2509,-0.7192,-3.9217,1.386,-0.5097,-1.1054,0.1567,-0.1289,1.5627,0.4674,0.0054,-0.5958,-0.9822,0.129,0.0199,-0.5752,1.0709,-0.1524,-1.6593,-0.7662,-2.406,-0.0935,-2.9054,-1.4307,-0.2649,-0.0462,-0.9978,0.6368,2.742,0.4695,-2.1879,0.2331,-3.6203,-0.6745,-1.0187,-0.4602,1.5747,1.4479,-1.2878,0.7489,-1.4517,0.1468,-2.6103,-0.4289,-0.8538,0.446,-2.317,-0.903,-1.5482,1.986,0.4977,1.57,3.4418,-0.3698,-3.3107,-0.3725,-3.403,-0.3979,2.9431,-0.3004,-0.1712,-0.5987,-0.8031,0.9002,-2.1197,-0.3465,-2.595,1.5726,-0.7741,5.4104,1.5502,-2.1742,-0.5068,-0.2862,1.3344,-0.9496,-0.7743,3.0938,-3.5054,-1.2277,0.6422,1.1067,0.6186,-1.5834,1.4953,1.3303,-2.7235,-0.6968,-1.5171,-1.1761,-3.4492,-1.2408,0.2984,0.289,3.8359,1.0793,-0.4609,0.098,-0.628,-1.1872,-2.8541,-0.4039,-0.0923,0.0388,-0.1499,0.3645,-1.1665,0.1225,-1.5277,-0.4808,-1.6904,-0.8375,1.3077,-0.2226,-4.0972,-0.6336,-2.2204,-1.0124,-0.448,0.1305,-2.2675,-0.2145,-1.291,-0.3343,-1.4286,-1.481,0.0012,3.8506,0.5438,-1.4118,-0.544,-1.0516,1.9773
AATF,2.4663,-1.5781,-0.3112,-1.9851,0.8635,-1.5831,2.0586,-1.3111,1.2871,-2.3029,-0.8517,-0.9931,0.9318,-1.4793,-0.4445,-1.9716,-0.3153,-0.464,-1.1283,0.022,-0.3819,-0.0798,0.5698,-1.1073,0.5087,-1.3739,0.077,-2.3201,1.8195,-1.3192,-0.8971,-1.9632,-0.9407,-2.8938,-0.097,-2.0352,-0.8873,-1.731,1.1785,-2.3024,1.2588,-0.936,-0.1743,-1.6503,-0.0411,-1.5022,2.2389,-0.9072,0.7787,-1.6045,1.5654,-0.4679,-0.0495,-0.0558,1.9953,-0.2754,-0.3794,-0.1206,0.4434,-0.7739,1.1664,-0.3986,0.5386,0.5846,1.0445,0.7041,0.0873,-0.3379,-1.7146,-0.1301,-0.6861,1.4795,-1.6861,0.7942,-2.9649,0.7290000000000001,-0.6811,-0.7509,-0.202,-1.6836,-1.9798,1.9255,-1.4624,1.443,-1.2979,0.1718,-0.9534,0.3048,0.6967,2.452,1.8762,-1.3195,-0.0653,1.4173,0.7841,1.032,-1.3152,1.477,-0.6331,-0.3648,-1.8674,-0.0132,-1.3494,1.1544,-1.1993,2.2702,-1.7696,0.4847,-0.6503,0.809,-0.6154,0.6404,-1.6389,0.3883,-1.2983,-0.8476,-0.9436,0.7329,-1.0465,0.3643,-0.828,0.2805,-0.8145,0.0737,-0.7637,0.5911,-1.0232,0.7597,-1.3230000000000002,1.1840000000000002,-0.8513,1.6257,-1.0152,0.0018,-1.3805,0.3616,0.8504,-2.1064,-0.0191,-2.1077,0.1737,-1.838,0.7181,-1.0117,-2.0088,-0.0186,-1.5026,0.5393,-1.9926,1.3611,-0.7845,0.1823,-2.0281,1.0175,-1.7437,0.6559,-0.5653,-0.4897,-1.722,-0.0548,-2.0266,1.1558,-1.9182,0.1945,-1.286,-0.4726,-1.5634,1.1359,-2.4446,-0.3273,-1.2215,-0.5482,-1.5634,-1.0962,0.1607,0.9202,-2.3698,-1.2853,-1.2663,-0.3802,-1.0735,-0.0212,-1.2355,1.3084,-1.0083,-0.4826,-1.364,-1.3672,-2.4478,0.0096,-1.1042,-0.2537,-2.648,-1.5491,0.3483,-1.2883,2.3956,-1.1776,-1.0867,-2.2876,1.4236,-0.7222
ABAT,1.012,-2.1339,-3.0556,-1.3649,0.8038,-1.003,-1.0744,-0.6813,-0.9084,-1.0306,-1.1353,-0.3521,0.3433,1.8702,-0.7887,-0.9854,1.7689,-1.8668,-2.8874,-2.3763,-1.895,-0.3093,-1.0434,-1.7659,-2.8732,-0.8271,-0.8574,-1.2281,-2.5584,-0.4909,-0.6054,-2.3309,0.0694,-0.3156,1.5606,-2.857,-2.1565,-2.2736,-2.4417,-0.812,-2.0757,-0.596,3.9902,-1.2934,-2.6116,1.9052,-2.4547,1.0894,2.3113,-1.1226,-2.4167,-0.9138,-0.8531,-0.2012,-1.3929,1.0048,-0.9582,-0.6782,-0.5973,1.4680000000000002,-2.7885,0.3344,4.6402,-0.3171,-2.1217,-2.4107,-0.3769,-3.0201,-1.7252,5.3282,-0.0301,-2.7331,-1.22,-0.9349,-0.1841,7.5648,-0.6346,-2.9006,1.0838,-2.5991,-0.6533,1.8699,-0.3966,0.4937,-0.2277,-1.6225,0.1327,-1.0964,-1.1212,-3.045,-0.2151,2.9919,-1.7572,-1.0736,0.1361,0.2458,-0.5165,-0.0135,-1.1551,3.5704,-0.5524,3.3068,-1.1204,-4.8036,-4.1855,-2.9819,-0.1509,-1.1087,-1.3601,2.0529,-2.1776,0.7389,-1.3006,-1.2009999999999998,-1.2237,2.3105,-1.5606,-0.3434,0.8284,0.4684,1.0577,4.1122,-1.2248,-4.5274,-0.8426,-3.6224,-0.7989,2.5585,-1.5522,1.4281,-2.6573,-2.3101,-0.8528,-2.6742,-0.4005,1.61,0.7765,-3.0991,-0.9959,-0.2805,-1.7579,-2.0188,1.3861,-0.3701,-2.8763,-2.5503,1.4264,-3.2136,-1.8522,0.5039,-0.0989,-2.2064,-1.7819,3.0013,0.4689,-1.5029,0.131,1.4998,-2.5498,2.7189,-2.4945,0.9513,0.9572,4.1992,0.7979,3.7245,-0.22,2.6564,-0.902,-3.6128,-1.5592,0.9,-1.9318,5.1681,-0.4775,-1.7376,-0.4795,2.9231,-1.4682,3.344,-0.7556,-1.2219,-1.2236,2.336,-0.6629999999999999,-2.3531,-2.3345,-0.0487,-0.857,2.1561,-0.6582,-2.5942,-0.9921,-1.6697,-0.1642,0.0267,-0.2604,-1.2397,0.7338,-1.2104,1.002,2.0185
ABCA1,-2.1426,0.3223,-0.3042,-0.4763,-0.9963,-0.0977,1.8363,0.4152,-1.0025,0.5757,-0.9732,-1.3964,1.3004,0.2038,-0.4675,1.4661,-0.2228,0.421,-1.7158,0.0909,1.4655,0.6544,0.3944,0.7254,0.1274,0.5704,0.4602,0.3055,-0.0131,0.6444,-1.686,-0.4884,0.8194,0.9084,-0.4153,-0.0444,0.725,1.4158,0.7335,1.7896,1.6422,-0.1088,-0.894,0.7466,0.6866,0.0947,-0.0951,0.2122,-1.3403,0.4393,1.4380000000000002,0.9188,-0.1876,2.0221,-0.1745,0.7507,0.453,0.5745,0.4699,0.0179,-0.5117,-0.7252,-1.6719,-1.4087,-0.2832,-1.3165,0.7073,0.2516,0.6319,-0.1847,0.9406,-1.7301,0.7522,-0.5558,2.1495,-2.738,0.9406,0.3933,2.3474,-1.5258,-0.0983,-0.1657,-0.2126,-1.0636,-0.3108,-1.3485,0.4723,-0.1814,1.0616,-1.1538,1.1821,-3.1814,0.591,0.0923,-0.2408,0.335,-0.2451,-0.7964,1.1027,-1.251,0.4477,-1.0451,-0.5285,-2.4373,1.8506,0.3035,0.5467,-1.3079,0.7489,0.5889,0.9962,-1.0474,0.5542,-0.5099,0.5521,-0.0436,-0.0262,0.0713,0.3123,-0.7323,-0.847,-0.4879,1.5438,-0.5451,0.4996,0.2524,1.0261,0.6579999999999999,0.3625,-0.1712,0.5399,0.0762,0.0464,0.4177,0.3633,-0.7224,-0.7836,0.5134,0.5834,-0.9926,0.08,0.9074,-0.6493,1.1029,0.3625,0.5029,-0.6828,0.9455,0.5196,0.3216,2.3036,1.9277,0.5628,0.8515,0.5047,-0.9894,-0.1461,-0.9052,-0.4732,-0.2377,-1.0487,-0.8448,0.5478,1.3130000000000002,-0.1262,0.9675,-0.0014,0.6942,0.6031,-0.845,1.4415,-0.6167,-0.0253,-0.1216,2.8760000000000003,-0.3873,0.8572,-0.1587,0.4075,-0.6124,-0.7917,0.1465,0.9054,-1.3897,1.4897,-1.4585,-0.2223,-0.4105,1.3658,-2.5941,0.5258,2.887,-0.1928,0.9116,0.7148,1.0639,1.03,0.5146,-1.4092,1.052,0.2562,1.5649
ABCA12,-3.0279,-0.1437,0.2509,-0.1139,-1.3958,0.7854,-2.5436,0.4442,0.1639,3.432,-0.0258,1.3512,0.0342,2.1225,-1.5853,0.6862,0.0305,1.954,-1.2322,3.2025,-1.0364,1.818,-1.408,1.0467,-2.5382,2.0489,2.6787,1.7313,-3.6811,0.375,-1.0163,1.843,1.0294,1.4106,1.0581,0.5416,-1.6397,1.575,0.9485,0.2391,,,,,,,,,-1.1718,2.9172,-0.9664,1.9089,-1.4413,1.7733,-0.0716,1.8909,-1.8184,1.8924,-1.4675,1.0835,-1.2054,1.6728,0.9352,1.9194,-1.3402,-1.0298,1.2674,1.0226,1.3834,0.0166,0.2416,0.0454,-0.2656,0.5639,-0.0126,0.8349,0.5889,0.532,0.2219,,,,,,,,,-0.4571,1.2739,-1.6702,2.2737,-0.0322,1.3759,0.9918,2.3411,7.3057,3.8284,-2.3683,1.1799,-0.6793,0.7176,-1.1461,-0.5837,-0.8588,0.3554,0.2394,0.8037,-1.1065,-0.1725,-0.0191,0.8825,-0.476,2.0627,-1.6585,1.0,-1.0976,0.883,-0.0354,0.9574,-1.3006,0.3216,-0.1062,2.7119,0.1821,0.9518,-1.0027,-0.0308,-1.3792,0.6304,-0.151,1.524,-0.3088,0.9493,-1.5576,1.8585,-2.0134,-0.2347,1.786,-2.6108,1.3834,-1.8666,2.2296,0.2608,0.8602,1.4904,0.3668,2.9545,-1.4001,1.1301,-1.1263,-0.1425,-1.4824,1.9006,-0.005,-0.5927,-2.3471,1.5735,-0.3424,-0.4161,-1.1492,3.0827,-1.7002,1.6867,1.2472,1.0869,0.5657,-1.3011,-0.9593,-1.769,,,,,,,,,-1.2362,1.1894,-0.0734,0.8042,-1.9686,1.5012,-1.6888,3.5248,-1.176,1.6472,0.2383,2.0948,-0.3378,0.6262,-2.1226,0.8971,2.4665,,,,,,,,
ABCA13,-1.5896,0.6052,-1.3035,1.2799,-1.7081,0.0575,-2.5634,1.0993,-1.0812,2.6715,0.5694,-0.647,-0.3734,2.885,0.2898,1.1164,1.9232,,,,,,,,1.7967,0.3847,1.3526,0.1269,2.3643,2.3358,-0.6054,1.3298,-0.5374,0.5475,1.5765,-0.1209,-0.1969,1.3125,0.3093,1.0951,-0.2214,0.9323,0.097,1.0397,0.1289,0.7882,0.1844,0.5829,1.6276,-1.854,-3.55,-2.6019,-1.8031,-1.9043,0.6211,-2.3863,1.0556,-0.1749,-1.2029,0.6436,2.2774,1.3223,1.8569,1.338,0.8151,0.4035,-0.8352,2.3086,0.1109,-3.5753,-0.0765,-1.6463,1.9452,-2.2211,1.8536,-2.6094,3.4748,-0.918,1.2484,-0.2577,1.2756,0.9257,0.5349,0.6958,1.476,-1.6881,0.9234,0.3508,0.0631,-3.3849,-0.5651,2.642,0.2183,-0.161,-0.5833,,,,,,,,,-0.2189,0.708,-0.626,-0.6448,0.5116,0.08,0.0053,-0.0352,-1.4381,0.0925,0.1379,0.4421,0.818,1.1875,0.012,0.6387,,,,,,,,,-0.626,-0.7271,0.2164,-0.5874,-1.3428,-0.8263,-0.0136,-0.6635,-0.0556,-1.9071,1.6442,-2.0226,1.6961,-0.0888,2.6091,-0.2817,0.2687,1.9856,-0.9708,0.0176,-0.5076,2.6002,-1.0824,0.5606,-1.1333,3.0325,1.0874,0.0829,1.7447,-2.1641,-1.1506,-1.251,0.7751,0.0758,-4.3892,1.5926,-5.5494,-0.8944,-6.6963,2.117,-6.1464,4.3002,-0.6008,0.5379999999999999,-0.7747,-0.6621,0.6482,2.3458,0.1002,0.4526,0.8271,1.5308,-0.4863,1.2924,-1.337,1.8825,1.3434,4.4983,,,,,,,,,,1.6522,-1.2883,1.2379,-2.2374,0.0834,-1.794,2.9584,-0.9322
ABCA2,0.9034,1.0511,0.2995,1.0743,-0.1146,1.6426,0.7363,1.5444,0.5782,-1.2791,0.2048,-0.8456,1.1218,-1.3989,2.0174,0.9206,-0.9002,0.214,-0.1384,-1.3116,0.6703,-1.7154,-0.1766,-0.6908,0.3642,0.0573,1.3582,-0.1293,1.2939,-0.7023,2.6667,-0.2096,3.4296,-0.4049,-1.3339,-0.1846,0.8986,-0.1178,0.4228,0.0514,1.915,-0.8624,-3.7765,-1.7743,2.7829,-0.2502,-0.3532,-1.8175,-0.9806,-0.2955,1.7825,0.0548,-1.5021,0.959,0.0342,0.5129,-1.8105,-1.5797,2.1633,-0.0766,-1.8473,-1.4223,-2.208,-1.993,-1.1097,,,,,,,0.204,0.7038,1.1521,-0.2412,1.5914,1.6352,-0.1426,-1.5716,1.2839,0.9237,-0.6461,-0.0199,-0.0045,0.0183,-1.2829,0.0316,,,,,,,,,,,,,,,,,-1.4564,-0.7108,-0.7688,-0.8918,-1.1826,0.2574,1.7559,-0.221,-0.3348,0.0765,-0.7102,-0.9644,2.0336,-0.6229,0.7052,-0.1052,0.2976,-0.4714,0.5943,-0.019,1.6401,-0.3617,-0.238,-0.425,-0.4099,1.1241,0.1581,0.5286,0.3916,1.259,0.3214,1.1631,-0.7711,,,,,,,,,,1.644,-0.3366,1.7064,0.1196,1.4759,0.6448,-0.8844,0.2615,0.2397,-0.0744,0.8844,0.8878,2.5371,1.3894,0.4386,0.7568,0.7844,-0.4734,1.3301,-1.0465,-0.5694,-0.0849,0.009000000000000001,0.2728,-0.2817,-0.6291,2.1843,-0.0012,0.0196,-0.5316,-0.7912,0.1225,0.0378,1.0426,-0.5723,1.0139,1.4558,0.4129,-0.0343,0.0644,-0.29,-0.2192,0.4671,0.5578,0.0986,-0.0861,-1.4968,-0.036000000000000004,0.5777,,,,,,,,
ABCA3,-5.3611,1.4472,-1.4041,2.4507,-1.8366,0.7373,-4.9221,1.9932,-2.2121,1.8517,-1.609,-1.6853,-0.6046,2.4164,-2.195,1.8298,-1.5436,2.5452,0.5399,2.6615,-1.5396,2.3031,0.2774,1.8758,-2.5296,1.735,-3.7641,2.7492,-2.4374,1.0875,0.5082,1.8632,-0.464,3.6131,-2.5503,0.5385,-0.8625,2.2356,-1.9579,4.6728,-2.8149,3.1827,-1.063,1.4943,-0.7389,4.2743,-2.2072,3.1704,-2.9312,2.7908,-0.715,1.8474,-1.2756,2.4003,-1.5682,2.1254,-2.6509,1.9829,-2.3966,3.5828,-4.0003,2.2186,-4.5544,1.3054,-3.7392,-0.855,2.9356,-5.0295,3.2442,-2.6205,0.6689,-6.4397,4.8756,-7.0045,1.5813,-5.1738,0.5744,-0.4294,2.3139,1.4628,2.7714,-2.5484,1.8869,-1.4328,2.9183,-5.3114,0.9363,-1.7358,1.7848,-4.8759,0.5799,-1.1108,1.9894,-4.097,0.7841,-2.615,1.6205,-3.1918,1.5259,-1.9021,3.0499,-4.3714,0.9515,-2.5641,2.8743,-1.1974,3.3404,-3.0312,3.4346,1.3156,1.5802,-3.3393,3.6468,-0.5199,2.3004,-4.0441,2.9613,-2.8022,3.7774,2.6242,4.5484,0.07200000000000001,0.8391,-3.9645,2.6565,-4.087,2.3685,-4.1633,2.5592,-2.1579,2.9077,-1.5763,3.0271,2.2466,0.3921,-0.9934,-1.9296,3.7602,-1.3417,1.6544,-3.8808,1.7197,1.7851,1.8951,3.7171,-2.9886,2.1427,-3.2022,2.1967,0.3284,0.9934,-3.3571,0.2541,-0.5934,3.2319,-4.8232,2.3373,0.5869,2.0673,-2.0051,2.7475,-1.7607,3.748,-0.6751,3.3268,-1.6369999999999998,3.6711,-0.897,1.898,-6.3545,1.7762,-0.5482,2.9468,-3.3562,-0.1283,-1.7009,1.0935,-4.6324,1.9823,-2.7741,1.5841,-1.4489,2.8319,-4.7177,0.542,-4.566,1.8712,-0.0279,3.1613,-1.5519999999999998,-0.0861,-2.2998,2.9814,1.4773,-0.1804,1.7582,0.4209,2.3493,-1.809,2.5651,-1.0759,3.4095
ABCA6,-2.2097,3.0580000000000003,1.1911,3.0849,-0.73,3.516,-1.9361,3.6471,-2.0952,2.1596,-1.7679,0.4093,-1.0213,2.0476,-0.5429,2.4034,-2.5196,1.1525,-0.9985,0.1323,0.2656,3.4012,1.2199,3.3119,-2.8415,2.994,-0.9413,2.4492,-1.8788,2.0954,0.1023,2.1177,,,,,,,,,-1.3439,2.699,0.679,2.133,-0.7269,1.2642,-1.1319,0.8178,-2.5651,2.2063,-2.7095,0.8512,-0.831,2.5909,-1.71,1.0276,-3.3287,2.8518,0.3523,5.3588,-2.9152,1.402,-2.186,3.6814,-1.0651,-1.2291,0.7911,-1.7489,3.4392,-1.9303,1.9047,-2.1073,0.9088,-2.7561,1.2282,-3.2953,-0.6433,0.5414,2.5063,-1.8204,1.2012,-2.2096,0.5524,-0.5758,1.9865,-3.4091,-0.1731,-0.8859,2.2725,-0.7085,1.366,-0.9728,1.6134,0.9854,1.8854,-0.047,2.4377,-0.0167,3.2154,-2.3658,1.9564,-1.1808,0.9199,-4.9183,1.1455,-0.7440000000000001,2.2523,-0.9252,2.9773,-0.0226,3.6809,-2.0357,3.794,-2.0391,2.7207,-1.513,1.155,-1.951,1.2004,-0.943,2.4009,-1.8238,3.0502,-2.4436,0.654,-2.2706,1.7194,-1.5667,2.2595,-0.6751,2.4552,-1.2064,2.1506,-0.9454,2.1431,-2.4458,-0.3438,1.7673,-1.5984,1.0882,0.3913,1.4588,1.4175,2.1351,1.9675,-0.5022,0.9886,-2.2954,1.1336,-0.7651,2.5331,-0.768,1.8932,-0.7362,2.4027,-3.4494,0.5183,0.4036,2.9986,-1.4498,1.7452,-1.7252,0.3831,-1.6591,0.2465,-1.9567,1.3698,-1.1688,1.5039,-0.1222,3.5209,-0.3068,1.9334,0.9448,2.6307,-1.3174,2.4173,-1.7766,3.7186,-0.965,2.2493,-1.7778,3.8805,-3.3114,3.1648,-0.0503,1.4699,3.0001,2.2779,0.7874,0.8877,-1.2196,2.3198,2.6829,-2.8011,2.2655,0.1293,2.1958,0.5365,2.2696,-1.3569,1.2349
